p0,p1
-345.375|137.354,-335.991|-146.651
-360.021|-119.972,-161.614|200
-14.007|-200,39.5989|-200
365.554|-112.213,238.892|196.182
324.322|156.665,267.644|-188.213
-371.463|102.959,-6.81288|200
-240.825|-195.789,-278.313|-184.03
186.226|200,-204.758|199.943
186.226|200,-108.217|-200
186.226|200,-11.6626|200
399.991|1.88344,-11.6626|200
190.228|-200,-11.6626|200
190.228|-200,84.8921|-200
190.228|-200,181.447|200
-223.897|198.567,274.525|-185.597
-389.782|-63.1084,50.245|200
-30.1851|-200,50.245|200
396.435|-37.5941,50.245|200
137.234|200,-182.412|-200
-280.628|-183.028,-182.412|-200
-280.253|183.192,-182.412|-200
136.075|-200,-364.719|113.435
396.096|39.3249,399.662|-11.6145
-46.6187|200,-394.126|-48.1139
-384.415|77.4032,132.961|200
-262.473|-189.993,132.961|200
338.518|144.266,132.961|200
164.97|-200,382.087|82.7294
-36.6746|200,311.02|-166.357
-236.615|-196.62,-380.646|-85.831
-274.466|185.62,-198.331|200
27.5032|-200,-198.331|200
313.221|164.867,-198.331|200
94.9003|-200,56.8065|-200
-144.443|200,296.213|175.337
-345.941|-136.752,121.363|-200
278.693|183.868,-64.9756|200
366.094|-111.413,-248.53|-194.023
-290.794|-178.203,-227.239|198.136
-399.793|9.09849,-91.9883|-200
-274.221|185.718,43.8956|200
392.01|55.9673,179.78|-200
122.479|-200,305.452|169.941
122.479|-200,-62.9159|-200
122.479|-200,-368.83|107.221
-280.776|182.963,336.992|-145.716
-273.282|-186.091,237.72|196.411
101.547|200,-71.1327|-200
380.116|-86.9386,-338.998|143.804
-399.783|-9.31979,72.624|-200
346.553|136.096,72.624|-200
257.115|-191.671,72.624|-200
-184.797|200,389.311|64.5097
-399.776|9.46203,-376.319|94.4014
-204.317|-199.953,-163.157|-200
202.653|199.982,126.464|200
399.95|-4.47154,359.061|-121.242
193.606|-200,-341.585|141.257
-226.64|198.218,-212.989|-199.578
-388.081|-68.0108,0.532144|200
-4.90875|-200,214.016|-199.508
389.428|-64.1652,339.387|143.427
214.483|199.475,-350.727|-131.459
-143.6|-200,-162.963|200
-386.838|71.3544,63.6277|-200
331.231|150.925,280.609|183.036
339.762|-143.062,156.104|-200
-369.667|-105.893,26.0853|200
-241.261|195.698,26.0853|200
181.209|-200,26.0853|200
399.941|4.87038,-103.933|-200
170.137|200,-103.933|-200
-280.843|-182.933,-103.933|-200
-293.29|176.91,-233.058|197.249
217.413|-199.241,-226.005|-198.302
399.843|-7.92105,-112.067|200
233.128|197.237,-112.067|200
-329.74|-152.209,-112.067|200
-182.258|200,2.35676|-200
-14.7648|-200,116.781|200
152.729|200,230.534|-197.655
307.181|-168.856,219.456|199.051
-25.9885|200,129.053|-200
-337.675|-145.071,38.4362|200
6.35091|200,-52.181|-200
344.059|-138.734,-142.798|200
-22.3085|200,-232.802|-197.292
-363.384|-115.35,-190.24|200
232.489|197.343,-190.24|200
398.684|22.9019,-190.24|200
276.535|-184.776,-147.387|-200
-399.78|-9.38782,-104.535|200
178.048|200,-104.535|200
342.388|140.448,-104.535|200
398.776|-22.0895,-61.683|-200
308.08|-168.282,-18.8308|200
58.2945|-200,-18.8308|200
-331.751|-150.471,-18.8308|200
-388.942|65.5815,24.0214|-200
-210.194|199.74,66.8736|200
346.963|-135.654,66.8736|200
106.393|200,66.8736|200
-180.295|-200,109.726|-200
-180.295|-200,152.578|200
-180.295|-200,152.578|200
-382.414|82.0062,152.578|200
325.341|155.851,195.43|-200
356.879|-124.053,195.43|-200
-238.973|-196.166,195.43|-200
-347.484|-135.087,237.894|196.377
-398.825|-21.6446,126.261|-200
-373.096|100.188,13.6065|200
-280.27|183.185,13.6065|200
-106.436|200,13.6065|200
321.886|158.568,-99.0476|-200
395.919|-40.1977,-99.0476|-200
249.599|-193.752,-99.0476|-200
-399.578|12.9825,-211.607|199.663
336.928|145.776,-273.227|-186.112
299.809|-173.315,-13.9705|200
-363.611|115.028,250.295|-193.573
-67.0285|-200,281.553|182.617
289.599|178.807,-80.0079|-200
223.333|-198.634,-369.428|106.275
51.1836|200,357.048|-123.839
-121.555|-200,161.995|200
-285.918|180.605,-78.9312|-200
-87.566|-200,-302.746|171.591
120.894|200,-81.5508|-200
120.894|200,156.555|200
120.894|200,156.555|200
311.614|-165.959,156.555|200
1.05566|200,352.579|-129.305
-310.265|-166.858,-341.288|141.555
-126.575|200,-208.776|-199.807
73.7106|-200,-11.6541|200
268.025|188.076,185.563|-200
177.207|-200,349.611|132.727
83.5979|200,-361.655|-117.761
-10.0111|-200,-119.97|200
-103.62|200,-119.97|200
-197.229|-200,-119.97|200
-286.261|180.441,184.265|-200
10.2166|-200,388.09|67.9851
300.726|172.784,-183.765|200
145.918|-200,-300.111|173.141
-20.1922|200,-379.929|87.3241
-186.303|-200,-397.962|-28.4789
-331.82|150.411,-348.017|-134.503
258.064|-191.386,-247.245|-194.34
386.953|71.053,318.684|-160.979
71.3555|200,395.295|43.1275
-399.86|7.47042,239.854|195.989
16.1665|-200,-392.688|-53.5864
399.812|-8.67816,384.511|77.1736
58.9992|200,0.834923|-200
-386.329|-72.673,0.834923|-200
383.777|78.9044,0.834923|-200
-9.58942|-200,-384.121|78.0984
-387.981|68.2869,390.702|-60.2719
399.937|5.01409,-168.644|200
-375.158|-96.5388,-369.162|106.696
-128.605|200,-367.026|-110.011
203.937|-199.961,-163.219|-200
394.142|48.0502,394.57|46.287
63.9614|200,-399.925|5.48791
-399.556|-13.3118,384.126|-78.0873
207.597|-199.856,51.2884|200
330.391|-151.651,-348.471|-134.001
396.458|-37.4712,-5.68138|200
377.056|93.0109,343.042|-139.782
280.626|183.029,-3.64962|200
65.8387|200,-346.566|-136.082
-304.106|170.769,35.6077|200
-399.259|17.1963,35.6077|200
-331.824|-150.408,35.6077|200
-138.434|-200,374.388|-97.9223
389.252|-64.6822,-353.098|128.69
183.362|200,-184.154|-200
183.362|200,21.4433|200
183.362|200,21.4433|200
-127.789|-200,21.4433|200
-367.899|108.673,226.157|-198.282
385.394|-75.0267,305.571|169.867
-84.1219|200,-160.221|-200
-399.413|15.3131,-399.76|-9.79105
-134.873|-200,-182.999|200
313.324|164.796,228.223|-197.999
193.578|-200,384.823|76.422
62.2754|200,-65.0671|200
62.2754|200,-360.947|118.726
62.2754|200,-353.129|-128.653
-69.0271|-200,-9.77882|-200
-69.0271|-200,357.108|-123.762
-69.0271|-200,349.015|133.396
-200.33|200,-116.996|200
-317.733|-161.676,-298.509|174.057
182.648|200,-390.486|60.9519
394.415|46.9354,-381.255|-84.5382
276.332|-184.861,-275.72|-185.112
-396.812|35.566,251.89|-193.151
399.981|2.79261,345.934|-136.76
-393.109|-52.0459,396.109|-39.259
118.847|200,387.334|70.0436
388.326|67.33,322.246|158.291
273.114|-186.157,220.41|198.956
-380.2|86.7631,-377.043|93.0364
142.558|-200,-245.916|-194.658
389.255|-64.6729,237.814|196.393
281.647|182.575,387.212|-70.3681
-395.684|-41.3265,22.1418|-200
396.772|35.7892,-392.958|-52.6032
-322.85|-157.823,-181.356|200
-318.095|161.411,153.72|-200
392.909|-52.7833,384.972|76.0604
-351.469|130.603,-339.035|143.769
-216.139|-199.348,-320.897|-159.324
29.1374|200,399.968|-3.57234
29.1374|200,-298.975|173.793
29.1374|200,-377.463|-92.2337
267.587|-188.234,-57.9238|-200
213.472|199.546,394.28|-47.4918
101.398|-200,156.198|200
-10.8033|200,156.198|200
-123.004|-200,156.198|200
-234.371|197.024,-226.852|-198.189
-205.762|-199.917,-380.715|85.6859
-153.65|200,215.177|199.423
-101.528|-200,313.765|164.491
-49.4057|200,381.239|84.5717
2.7166|-200,399.145|-18.4781
54.8389|200,362.585|-116.474
106.961|-200,281.558|-182.615
159.084|200,170.642|-200
211.165|-199.688,-362.626|-116.416
218.292|199.162,-313.589|164.614
151.7|-200,398.069|27.7235
84.9679|200,-52.2824|-200
18.2362|-200,-398.436|-24.9651
-48.4956|200,-141.144|200
-115.227|-200,-141.144|200
-181.959|200,-141.144|200
-247.727|-194.222,291.18|-178.006
-118.566|200,256.138|191.96
-118.566|200,-50.2432|-200
-118.566|200,-327.21|154.329
12.4879|-200,-19.3871|-200
143.542|200,303.196|171.32
270.402|-187.199,159.59|-200
105.407|200,4.89117|200
-65.0417|-200,-149.807|-200
-234.233|197.048,-295.184|175.897
-257.115|-191.671,-25.1244|-200
-32.6438|200,-25.1244|-200
196.6|-200,-25.1244|-200
370.829|104.006,256.417|191.878
-386.934|71.1039,275.685|-185.126
-107.536|-200,-65.6047|200
285.108|180.988,-354.926|-126.483
255.704|-192.086,210.041|199.748
-38.1514|200,386.263|72.8436
-312.153|-165.595,342.887|-139.941
-89.2811|200,76.7161|-200
-89.2811|200,-374.201|-98.2541
-89.2811|200,-280.4|183.128
154.565|-200,368.411|-107.878
154.565|-200,15.8196|200
154.565|-200,-356.23|-124.869
354.161|127.414,88.6071|200
-347.459|-135.115,398.282|-26.1584
-187.493|200,-51.9989|-200
3.44601|-200,-387.117|-70.6197
194.385|200,-249.235|193.845
351.937|-130.058,297.684|-174.522
-379.325|88.5578,282.515|182.185
19.0158|-200,-192.292|-200
388.27|67.4871,-396.852|-35.3444
-399.093|19.0278,-262.466|189.995
313.713|-164.528,382.809|-81.1217
346.67|135.97,-216.69|199.302
-365.661|112.056,-380.513|86.1098
-255.366|-192.184,-365.4|-112.441
242.103|195.518,-185.369|-200
385.016|-75.9556,384.514|77.1667
-6.10667|-200,-308.885|-167.762
-383.114|-80.4322,-334.174|148.315
-256.243|191.929,399.443|14.9154
310.157|-166.929,-225.089|-198.42
251.839|193.165,-372.04|-101.992
-69.3214|-200,-386.12|73.2076
-69.3214|-200,-256.455|191.867
-69.3214|-200,381.924|83.088
-345.116|137.628,210.403|-199.729
116.026|-200,-92.995|200
399.848|7.80127,-92.995|200
89.1247|200,-92.995|200
-378.868|-89.4781,-347.399|-135.18
296.284|175.298,183.898|200
355.073|-126.303,183.898|200
-348.258|-134.237,183.898|200
-315.238|163.463,386.526|72.1681
399.92|-5.65573,322.991|-157.712
-344.909|-137.845,-301.389|-172.396
-270.299|187.238,-399.494|14.215
254.053|-192.557,-275.92|185.03
375.138|96.5741,385.673|74.3333
-228.628|197.941,179.964|-200
-338.302|144.474,-119.977|200
-396.503|37.2369,-119.977|200
-381.57|-83.8585,-119.977|200
-299.061|-173.744,-359.965|-120.046
-174.787|-200,339.447|143.369
382.28|-82.3038,221.283|-198.864
223.544|198.609,-20.9025|200
-148.046|-200,-20.9025|200
-390.695|60.2935,-20.9025|200
245.927|194.655,-258.471|-191.262
379.238|88.7343,-239.989|195.961
382.641|-81.4998,-48.5717|-200
253.67|-192.664,144.798|200
-381.037|-85.0032,319.141|-160.641
-216.42|199.325,-72.0302|200
112.617|-200,-72.0302|200
367.484|109.312,-72.0302|200
-373.409|-99.6461,-381.074|-84.9238
-63.2862|200,399.107|18.8771
313.872|-164.417,-398.244|-26.4469
155.97|200,350.336|131.905
-17.3514|-200,234.396|-197.02
-190.672|200,-89.668|200
-339.452|-143.363,-355.54|-125.727
316.408|162.632,261.483|190.315
278.77|-183.835,390.261|-61.6516
-221.537|198.837,118.975|-200
-399.654|-11.7522,-390.797|59.9707
-198.051|-200,394.002|-48.6113
228.189|198.003,-257.093|191.678
387.477|-69.6603,-399.998|-0.953317
-2.60896|-200,-255.263|-192.214
-386.723|-71.6555,392.594|53.9229
-234.508|197.001,-379.188|-88.8347
226.692|-198.211,-61.3319|200
393.892|49.0489,327.937|-153.727
104.415|200,108.633|200
-391.261|-58.4755,-139.359|-200
397.606|30.8526,-347.259|135.332
-359.763|-120.315,279.489|-183.525
-194.281|200,365.446|112.373
-194.281|200,-296.284|175.298
-194.281|200,-398.424|-25.0613
12.3675|-200,-249.674|-193.733
218.57|199.136,396.133|39.1408
324.943|-156.171,-399.997|1.00098
-279.375|183.574,394.859|-45.0566
-355.784|-125.425,-190.315|200
369.856|-105.589,-348.808|133.627
230.362|197.682,-397.654|-30.5442
-129.783|-200,-301.53|-172.313
-383.32|79.9622,5.46422|-200
378.949|89.3149,299.524|-173.479
155.706|-200,396.471|-37.4053
-152.944|200,356.307|124.773
-377.854|-91.4762,207.06|199.875
389.668|-63.4509,-393.417|-50.8919
65.3198|200,395.237|43.3875
-347.373|-135.208,-285.288|-180.903
-23.4964|200,-385.163|75.5965
-23.4964|200,-109.74|200
-23.4964|200,397.847|-29.2676
322.495|-158.098,-353.737|-127.926
102.858|200,-249.522|193.772
-142.481|-200,167.199|-200
-347.796|134.746,399.084|19.115
289.044|-179.084,114.157|200
349.142|133.254,-369.1|-106.795
-384.953|76.1085,119.229|200
-146.503|-200,398.487|24.5548
198.94|200,183.475|-200
397.712|-30.1644,-199.526|200
124.187|-200,-399.79|-9.153
124.187|-200,-180.227|-200
124.187|-200,266.761|188.528
-369.329|106.431,327.229|-154.314
112.31|-200,-365.926|111.663
399.237|-17.4494,-74.1309|-200
161.734|200,-74.1309|-200
161.734|200,-74.1309|-200
161.734|200,283.339|181.809
-263.759|-189.565,242.777|-195.372
-326.617|154.817,6.73012|200
360.205|-119.726,-230.668|-197.635
108.205|200,-315.33|163.399
-206.969|-199.879,242.253|-195.486
-388.526|66.7679,395.539|42.0052
54.2833|200,151.433|200
370.265|104.928,-354.255|-127.3
324.291|-156.69,-39.8409|200
-361.104|-118.513,311.672|-165.92
-285.768|180.676,148.483|200
359.147|-121.129,-29.9054|-200
84.6082|200,-208.218|199.831
-251.575|-193.236,-331.227|-150.929
-318.187|161.344,298.29|174.181
302.826|-171.542,320.543|-159.592
302.396|171.799,-378.376|90.4549
-316.989|-162.214,50.7187|-200
-254.89|192.32,397.018|34.4104
95.8056|-200,-238.712|196.218
369.492|106.171,-376.657|93.7667
-370.313|-104.849,-384.207|-77.8963
-89.1527|200,-255.788|-192.062
268.581|-187.874,379.248|-88.7133
285.182|180.953,226.043|198.297
-135.53|-200,-146.119|-200
-396.651|36.4448,-146.119|-200
25.8473|200,-146.119|-200
25.8473|200,-390.348|61.3796
25.8473|200,261.278|190.381
391.237|58.5525,393.992|48.6512
211.842|-199.649,343.866|-138.933
-142.734|200,143.621|-200
-385.814|-73.9805,-396.884|-35.1679
344.843|-137.915,-87.2253|200
302.372|171.814,350.127|-132.144
-380.923|-85.2469,23.6715|200
116.322|200,-325.756|-155.517
396.054|39.5304,-91.1998|200
213.537|-199.541,-91.1998|200
-187.704|200,-91.1998|200
-399.692|-11.0912,172.705|-200
-162.375|-200,371.996|102.065
303.708|171.01,-396.41|37.7248
232.168|-197.396,79.7404|-200
7.32454|200,395.46|-42.3726
-218.507|-199.142,199.151|200
-336.587|146.096,199.151|200
343.796|-139.007,199.151|200
188.045|200,-124.827|-200
4.27123|-200,-370.926|103.847
-179.502|200,392.984|-52.5079
-337.929|-144.83,-287.151|180.013
286.988|180.092,-380.893|-85.3086
347.954|-134.572,-66.5344|-200
-389.821|-62.9919,397.637|-30.6506
-100.374|200,98.942|200
306.24|-169.45,-342.195|-140.643
197.286|200,-73.1343|200
79.3238|-200,239.671|-196.026
-38.6388|200,334.564|147.961
-156.601|-200,-361.958|-117.344
-270.75|187.068,-104.953|200
-90.2351|-200,218.311|-199.16
96.3111|200,376.991|93.1355
275.883|-185.045,-312.259|165.523
138.834|200,-382.098|-82.7061
-3.53786|-200,-135.438|-200
-145.91|200,393.277|51.4194
-282.02|-182.408,-399.793|-9.09329
-71.5278|200,399.981|2.75228
148.648|-200,-399.862|-7.41716
338.274|144.5,395.637|41.5478
-224.651|-198.475,-240.672|-195.821
-398.884|-21.0954,-394.156|-47.9933
-265.738|188.888,-327.223|154.319
395.549|-41.9605,28.8015|200
-398.146|27.1714,315.61|163.2
363.057|-115.812,399.947|-4.59891
181.679|200,307.984|-168.343
-48.0499|-200,-79.024|-200
-270.423|187.191,-279.27|-183.62
-192.607|-200,-374.41|-97.8838
-112.217|200,-398.032|27.9906
-31.8265|-200,-340.449|142.387
48.5637|200,-225.274|198.397
128.954|-200,385.357|75.1177
209.301|199.784,196.523|-200
250.857|-193.426,-78.0264|200
80.3667|200,-323.356|-157.427
-92.9719|-200,-4.92519|200
-262.036|190.136,-4.92519|200
-174.038|-200,-4.92519|200
-83.8157|200,317.464|-161.871
6.40683|-200,106.542|200
96.6294|200,-126.603|-200
186.852|-200,-331.174|150.975
273.883|185.853,113.791|-200
45.2484|-200,398.486|24.5591
-191.77|200,7.35336|200
-191.77|200,-399.221|17.6329
-191.77|200,-79.8772|-200
-371.374|-103.107,369.46|106.223
388.416|-67.0776,-163.351|-200
90.8282|200,-386.74|-71.6116
-314.631|-163.889,-308.1|168.269
-168.73|200,378.029|91.1357
-8.35151|-200,214.488|-199.475
152.027|200,-94.0039|200
301.348|-172.42,-94.0039|200
-0.723972|200,-94.0039|200
-302.327|-171.841,-350.325|-131.918
-148.308|200,218.221|199.168
17.3732|-200,394.151|48.0149
183.055|200,308.954|-167.717
329.149|-152.711,-342.793|-140.036
-230.369|197.681,-349.069|133.336
-399.997|-1.09812,268.196|188.014
-228.197|-198.002,387.859|68.6214
324.429|156.58,373.325|-99.7912
197.234|-200,234.976|-196.918
54.5511|200,-398.005|-28.1774
-88.1322|-200,-20.1265|200
-230.008|197.736,393.682|-49.8732
-246.268|-194.575,-383.159|-80.3298
-67.46|200,-103.976|200
113.806|-200,278.433|-183.979
286.218|180.462,270.034|187.337
94.9059|-200,-82.3053|-200
-106.231|200,-365.876|111.738
-295.234|-175.87,335.88|-146.754
-76.6813|200,238.736|196.213
-76.6813|200,-72.4906|-200
-76.6813|200,-341.005|141.837
155.902|-200,88.9447|-200
349.465|132.892,395.212|43.5016
-321.999|-158.481,-243.503|195.211
-269.443|187.557,-380.385|86.3792
180.661|-200,-379.357|-88.4925
180.661|-200,-241.206|-195.709
180.661|-200,396.687|-36.2546
399.674|-11.4225,58.3067|200
204.473|199.95,-372.677|-100.91
-199.481|-200,243.267|195.264
-199.481|-200,399.959|4.03968
-199.481|-200,251.119|-193.357
-399.995|-1.47409,-383.034|80.6137
-202.43|199.985,235.16|-196.885
209.143|-199.791,396.14|-39.1031
398.832|21.5813,307.975|168.349
162.218|200,-332.069|150.192
-317.576|-161.789,-371.919|-102.195
-192.778|200,-96.7934|-200
-54.7993|-200,398.566|-23.9037
83.1795|200,57.686|200
220.785|-198.917,57.686|200
268.955|187.737,57.686|200
14.8926|-200,-379.885|-87.4141
14.8926|-200,331.156|150.991
14.8926|-200,268.379|-187.948
-243.995|195.101,-201.858|199.991
-294.961|-176.018,-397.338|32.5243
135.679|200,-265.939|-188.817
397.893|-28.9556,390.589|60.6275
22.1774|-200,-351.104|-131.025
-399.845|-7.87438,-213.293|199.558
-24.6791|200,19.7394|-200
397.137|-33.7224,249.413|193.8
-325.59|-155.651,260.446|-190.647
-339.311|143.501,1.49519|200
379.011|89.1909,-257.966|-191.416
193.301|-200,-256.924|191.728
-63.5677|200,-0.311169|-200
-302.346|-171.829,256.402|191.882
-97.5015|200,259.525|-190.937
122.862|-200,-5.78217|200
320.841|159.366,-268.925|-187.748
-44.7543|-200,-227.31|198.127
-44.7543|-200,-67.6525|-200
-44.7543|-200,92.7563|200
-364.275|114.077,250.56|-193.504
275.858|-185.055,199.211|200
378.261|90.6814,147.014|-200
-10.6217|200,94.8173|200
-374.508|97.7079,42.6205|-200
-297.378|-174.693,-9.57629|200
398.58|23.7907,-61.7731|-200
-392.31|54.9261,-113.97|200
55.9753|-200,-166.167|-200
399.952|-4.39106,-218.255|199.165
74.6502|200,-197.063|-200
74.6502|200,-175.826|200
74.6502|200,-154.59|-200
-380.559|-86.0138,-133.354|200
326.667|154.776,-112.117|-200
282.959|-181.983,-90.8811|200
-271.968|186.603,-69.6449|-200
-352.181|-129.772,-48.4086|200
389.802|-63.0491,-27.1723|-200
96.5241|200,-5.936|200
96.5241|200,15.3003|-200
96.5241|200,36.5366|200
-311.543|-166.007,57.7729|-200
-180.598|200,79.0091|200
-180.598|200,100.245|-200
-180.598|200,121.482|200
-37.4907|-200,142.718|-200
105.616|200,163.954|200
246.742|-194.461,185.191|-200
195.892|200,206.421|199.897
144.329|-200,201.949|-199.991
92.7652|200,189.676|200
41.2018|-200,177.403|-200
-10.3617|200,165.13|200
-61.9251|-200,165.13|200
-113.489|200,165.13|200
-165.052|-200,152.857|-200
-216.527|199.316,140.584|200
-201.642|-199.993,140.584|200
-180.149|200,140.584|200
-158.656|-200,128.311|-200
-137.163|200,116.037|200
-115.669|-200,116.037|200
-94.1761|200,116.037|200
-72.6829|-200,103.764|-200
-51.1896|200,91.4913|200
-29.6963|-200,91.4913|200
-8.20307|200,91.4913|200
13.2902|-200,79.2182|-200
34.7835|200,66.9451|200
56.2767|-200,66.9451|200
77.77|200,66.9451|200
99.2633|-200,54.672|-200
120.757|200,42.3989|200
142.25|-200,42.3989|200
163.743|200,42.3989|200
185.236|-200,30.1258|-200
206.724|199.887,17.8526|200
201.298|-199.996,17.8526|200
190.676|200,17.8526|200
180.055|-200,5.57955|-200
169.433|200,-6.69356|200
158.811|-200,-6.69356|200
148.189|200,-6.69356|200
137.568|-200,-18.9667|-200
126.946|200,-31.2398|200
116.324|-200,-31.2398|200
105.702|200,-31.2398|200
95.0804|-200,-43.5129|-200
84.4586|200,-55.786|200
73.8368|-200,-55.786|200
63.215|200,-55.786|200
52.5932|-200,-68.0591|-200
41.9714|200,-80.3322|200
31.3496|-200,-80.3322|200
20.7278|200,-80.3322|200
10.1061|-200,-92.6053|-200
-0.515738|200,-104.878|200
-11.1375|-200,-104.878|200
-21.7593|200,-104.878|200
-32.3811|-200,-117.151|-200
-43.0029|200,-129.425|200
-53.6247|-200,-129.425|200
-64.2465|200,-129.425|200
-74.8683|-200,-141.698|-200
-85.4901|200,-153.971|200
-96.1118|-200,-153.971|200
-106.734|200,-153.971|200
-117.355|-200,-166.244|-200
-127.977|200,-178.517|200
-138.599|-200,-178.517|200
-149.221|200,-178.517|200
-159.843|-200,-190.79|-200
-170.464|200,-190.79|-200
-181.086|-200,-190.79|-200
-191.708|200,-203.062|199.977
-202.329|-199.986,-203.081|-199.976
-203.631|199.967,-190.771|200
-190.405|-200,-178.46|-200
-177.177|200,-166.149|200
-163.95|-200,-153.839|-200
-150.723|200,-141.528|200
-137.496|-200,-129.217|-200
-124.268|200,-116.906|200
-111.041|-200,-104.595|-200
-97.8137|200,-92.2842|200
-84.5865|-200,-79.9734|-200
-71.3592|200,-67.6625|200
-58.1319|-200,-55.3516|-200
-44.9046|200,-43.0407|200
